"Subject" "Date" "Unique_ID" "Cell_Type" "Contrast_Agent" "Protocol" "Parameter" "Statistic" "Value"
"670" "Philip" "000000" "Philip000000NeutrophilsGadovist" "Neutrophils" "Gadovist" "Treatment" "E" "SD" 0.14
"671" "Philip" "000000" "Philip000000NeutrophilsGadovist" "Neutrophils" "Gadovist" "Treatment" "E" "5%" 0.72
"672" "Philip" "000000" "Philip000000NeutrophilsGadovist" "Neutrophils" "Gadovist" "Treatment" "E" "95%" 1.13
"673" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "Mean" 65.4
"674" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "SD" 6.55
"675" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "5%" 56.3
"676" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "95%" 77
"677" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "Mean" 5.16
"678" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "SD" 1.61
"679" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "5%" 2.99
"680" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "95%" 8.2
"681" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "Mean" 0.96
"682" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "SD" 0.16
"683" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "5%" 0.76
"684" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "95%" 1.23
"685" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "Mean" 66.1
"686" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "SD" 6.02
"687" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "5%" 56.7
"688" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "95%" 76.8
"689" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "Mean" 5.25
"690" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "SD" 1.66
"691" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "5%" 3.02
"692" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "95%" 8.41
"693" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "Mean" 0.96
"694" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "SD" 0.18
"695" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "5%" 0.75
"696" "Gela" "030117" "Gela030117MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "95%" 1.25
"697" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "Mean" 64
"698" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "SD" 4.21
"699" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "5%" 57.4
"700" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "95%" 71.2
"701" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "Mean" 5.13
"702" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "SD" 1.56
"703" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "5%" 3.15
"704" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "95%" 8.26
"705" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "Mean" 0.95
"706" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "SD" 0.16
"707" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "5%" 0.75
"708" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "95%" 1.19
"709" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "Mean" 63
"710" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "SD" 4.31
"711" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "5%" 56.4
"712" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "95%" 71.4
"713" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "Mean" 5.06
"714" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "SD" 1.75
"715" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "5%" 2.87
"716" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "95%" 8.75
"717" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "Mean" 0.96
"718" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "SD" 0.15
"719" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "5%" 0.73
"720" "Maik" "030217" "Maik030217MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "95%" 1.23
"721" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "Mean" 65.5
"722" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "SD" 5.47
"723" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "5%" 57.6
"724" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "95%" 75.4
"725" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "Mean" 4.15
"726" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "SD" 1.45
"727" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "5%" 2.33
"728" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "95%" 7.09
"729" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "Mean" 1.09
"730" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "SD" 0.21
"731" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "5%" 0.81
"732" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "95%" 1.45
"733" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "Mean" 66.8
"734" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "SD" 5.2
"735" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "5%" 59
"736" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "95%" 76.1
"737" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "Mean" 4.84
"738" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "SD" 1.54
"739" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "5%" 2.86
"740" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "95%" 7.92
"741" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "Mean" 1.01
"742" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "SD" 0.22
"743" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "5%" 0.78
"744" "Gela" "090417" "Gela090417MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "95%" 1.27
"745" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "Mean" 68.2
"746" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "SD" 6.34
"747" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "5%" 57.3
"748" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "95%" 78.5
"749" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "Mean" 5.71
"750" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "SD" 1.75
"751" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "5%" 3.04
"752" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "95%" 8.95
"753" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "Mean" 0.94
"754" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "SD" 0.19
"755" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "5%" 0.75
"756" "Martin" "101017" "Martin101017MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "95%" 1.22
"757" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "Mean" 65.3
"758" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "SD" 7.03
"759" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "5%" 55.8
"760" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "95%" 78.6
"761" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "Mean" 5.17
"762" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "SD" 1.81
"763" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "5%" 2.65
"764" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "95%" 8.78
"765" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "Mean" 0.98
"766" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "SD" 0.24
"767" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "5%" 0.73
"768" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "95%" 1.32
"769" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "Mean" 62.8
"770" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "SD" 6.45
"771" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "5%" 55.8
"772" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "95%" 74.2
"773" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "Mean" 4.44
"774" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "SD" 1.71
"775" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "5%" 2.14
"776" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "95%" 7.7
"777" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "Mean" 1.1
"778" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "SD" 0.8
"779" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "5%" 0.74
"780" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "95%" 1.52
"781" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "Mean" 64.5
"782" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "SD" 6.36
"783" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "5%" 55.8
"784" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "95%" 75
"785" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "Mean" 4.61
"786" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "SD" 1.78
"787" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "5%" 2.21
"788" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "95%" 7.94
"789" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "Mean" 1.07
"790" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "SD" 0.39
"791" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "5%" 0.76
"792" "Martin" "111317" "Martin111317MonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "95%" 1.49
"793" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "Mean" 63
"794" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "SD" 6.19
"795" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "5%" 55.5
"796" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Area" "95%" 74.5
"797" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "Mean" 4.64
"798" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "SD" 1.73
"799" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "5%" 2.35
"800" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "Deformation" "95%" 8.15
"801" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "Mean" 1.03
"802" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "SD" 0.25
"803" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "5%" 0.73
"804" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Control" "E" "95%" 1.44
"805" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "Mean" 66
"806" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "SD" 5.98
"807" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "5%" 57.9
"808" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Area" "95%" 77.8
"809" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "Mean" 5.21
"810" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "SD" 1.8
"811" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "5%" 2.92
"812" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "Deformation" "95%" 8.86
"813" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "Mean" 0.97
"814" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "SD" 0.19
"815" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "5%" 0.73
"816" "Philip" "NULL" "PhilipNULLMonocytesGdCl3" "Monocytes" "GdCl3" "Treatment" "E" "95%" 1.25
"817" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "Mean" 65.9
"818" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "SD" 5.33
"819" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "5%" 58.4
"820" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "95%" 75.7
"821" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "Mean" 6.67
"822" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "SD" 1.52
"823" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "5%" 4.32
"824" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "95%" 9.31
"825" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "Mean" 0.83
"826" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "SD" 0.11
"827" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "5%" 0.72
"828" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "95%" 0.99
"829" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "Mean" 64.3
"830" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "SD" 5.59
"831" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "5%" 57.1
"832" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "95%" 75.9
"833" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "Mean" 5.94
"834" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "SD" 1.64
"835" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "5%" 3.56
"836" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "95%" 9.04
"837" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "Mean" 0.88
"838" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "SD" 0.18
"839" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "5%" 0.72
"840" "Gela" "030117" "Gela030117NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "95%" 1.09
"841" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "Mean" 66.2
"842" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "SD" 5.01
"843" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "5%" 58.8
"844" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "95%" 75.1
"845" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "Mean" 7.19
"846" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "SD" 1.19
"847" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "5%" 5.3
"848" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "95%" 9.29
"849" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "Mean" 0.8
"850" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "SD" 0.061
"851" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "5%" 0.72
"852" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "95%" 0.9
"853" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "Mean" 65.8
"854" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "SD" 4.91
"855" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "5%" 58.5
"856" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "95%" 74.9
"857" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "Mean" 6.46
"858" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "SD" 1.22
"859" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "5%" 4.59
"860" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "95%" 8.8
"861" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "Mean" 0.84
"862" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "SD" 0.07
"863" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "5%" 0.74
"864" "Maik" "030217" "Maik030217NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "95%" 0.96
"865" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "Mean" 65.7
"866" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "SD" 7.21
"867" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "5%" 56.7
"868" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "95%" 79.7
"869" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "Mean" 5.72
"870" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "SD" 1.73
"871" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "5%" 2.93
"872" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Deformation" "95%" 8.94
"873" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "Mean" 0.91
"874" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "SD" 0.16
"875" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "5%" 0.73
"876" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "E" "95%" 1.23
"877" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "Mean" 65.4
"878" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "SD" 5.2
"879" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "5%" 58.3
"880" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Area" "95%" 74.7
"881" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "Mean" 6.23
"882" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "SD" 1.39
"883" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "5%" 4.15
"884" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "Deformation" "95%" 8.89
"885" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "Mean" 0.85
"886" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "SD" 0.092
"887" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "5%" 0.73
"888" "Gela" "090417" "Gela090417NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Treatment" "E" "95%" 1.03
"889" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "Mean" 67.5
"890" "Martin" "101017" "Martin101017NeutrophilsGdCl3" "Neutrophils" "GdCl3" "Control" "Area" "SD" 7.04
